names,location,max mag,min mag,period
V0715 Lyr  ,192116.1+374646 ,13.77,13.93,    43.26        :  
RR    UMi *,145735.0+655557 ,4.53,4.73,43.3
V1770 Ori  ,053625.4-051702 ,15.87,-0.15,    43.34        :  
V1721 Ori  ,053506.8-051039 ,14.02,-0.06,    43.38        :  
V0738 Sgr *,181054.3-315521 ,12.6,14.6,43.39
IP    Cnc  ,091753.5+283338 ,7.2,-0.02,43.4
V0469 Peg  ,215321.2+223711 ,11.5,11.8,43.5
V1323 Sco  ,155856.3-282449 ,12.1,12.8,43.6
V1361 Sgr  ,180236.2-294737 ,18.8,19.6,    43.6         :  
V0631 And  ,231820.9+465336 ,10.55,10.73,43.7
V0646 Lyr  ,182122.3+314117 ,9.75,10,44
V1311 Her  ,175659.6+294715 ,11.13,11.43,44
V5350 Sgr  ,175939.2-290916 ,14.69,-0.2,44
V1504 Sco *,172658.7-433313 ,11.7,13.1,44
BS    Ant  ,101753.4-375012 ,11.5,12.3,44
BD    CMa  ,072106.2-260215 ,13,13.6,44.446
V0388 Cam  ,052202.3+772744 ,11.05,11.3,44.5
V1156 Cyg  ,195037.1+292117 ,13.5,14.3,44.5647
V0632 And  ,231858.4+440549 ,11.12,11.37,44.6
V0336 Lac  ,223755.2+551433 ,14.2,14.9,    44.6068       /N
V5503 Sgr  ,180352.7-300124 ,14.31,-0.05,44.7
V1358 Her  ,184337.3+224344 ,12,12.4,44.7
MU    Cen  ,121253.9-442816 ,11.8, 15.0  :   ,44.9
PR    Del  ,203106.4+090904 ,10.7,11.1,45
V0847 Cep  ,211912.1+735557 ,10.8,11.1,45
V5227 Sgr  ,175856.9-290447 ,15.17,-0.3,45
V5315 Sgr  ,175921.8-291100 ,14.86,-0.25,45
OQ    Aqr  ,210609.1-081112 ,10.1,11.5,45
QZ    Dra  ,153943.4+565549 ,11.3,11.65,    45.          :  
AH    Phe  ,004657.4-475852 ,9.27,9.48,    45.          :  
V2513 Cyg  ,194929.6+312716 ,9.33,9.5,    45.          :  
V2111 Oph  ,164511.4-030506 ,6.69,7.08,    45.          :  
V0523 Mon  ,065807.1-090138 ,6.95,7.45,    45.          :  
TV    PsA  ,225748.5-261000 ,8.56,8.95,    45.          :  
V0733 Oph  ,163748.5-045815 ,13.5,14.5,    45.          :  
SV    Vul *,195130.9+272737 ,6.72,7.79,45.0121
V0345 And  ,001215.8+434906 ,7.79,7.98,45.13
V0760 Sgr *,175010.8-225053 ,12,13.6,45.28
AT    Ant  ,101550.7-321034 ,8.1,8.6,45.3
NY    Dra  ,113510.4+750547 ,11.1,11.5,45.3
V0926 Cep  ,230559.0+811042 ,12.45,12.7,45.35
V0371 Cyg *,201821.6+300921 ,12.2,13.2,45.3796
EH    Pup  ,073623.1-260927 ,14.1,14.5,    45.8897      :  
R     Lyr  ,185520.1+435646 ,3.88,5,    46.          :  
XX    Tel  ,182910.1-564200 ,12.2,12.9,    46.          :  
V1163 Cen  ,131225.6-570001 ,9,9.2,46.2
omi 2 Cen  ,113148.8-593056 ,5.12,5.22,    46.3         :  
SY    Cir  ,140333.8-693754 ,12.2,15,46.36
V1108 Sgr *,191243.6-180812 ,11.6,12.8,46.5816
AB    Cen *,112621.3-582458 ,10.6,13.2,46.853
AU    Cet  ,000239.3-192639 ,9.53,9.9,47
V0781 Per  ,024105.0+550019 ,10.85,11.23,47
V0615 Aur  ,053844.4+535631 ,10.5,10.9,47
AI    Cet  ,004201.2-093852 ,8.48,9,    47.          :  
AC    Scl  ,005618.7-253314 ,7.92,8.26,    47.          :  
IS    Gem  ,064941.3+323624 ,6.6,7.3,    47.          :  
DG    Hyi  ,014438.1-772213 ,11.1,11.8,47.2
V2760 Oph  ,175314.9-012854 ,13.2,14.2,47.2
V0854 Sgr  ,190742.4-250224 ,14.2,15.4,47.5
V2618 Cyg *,211904.0+434549 ,10.56,11.1,47.615
V0788 Cyg  ,202734.1+315125 ,10,10.9,47.8487
V0407 Cam  ,054353.5+725451 ,11.37,11.68,48
V0426 Ser  ,151951.9+162751 ,8.09,8.34,    48.          :  
V5501 Sgr  ,180352.0-300202 ,14.62,-0.2,48
V1467 Cyg  ,200402.2+322703 ,15.1,16.8,48.6
V0336 Her  ,160807.0+184856 ,10.3,11.3,48.7
V1833 Sgr  ,181551.7-310703 ,13.1,15.8,48.87
CF    Tri  ,022532.1+323828 ,10.55,10.76,49
V0662 Lyr  ,183608.4+264515 ,12.75,13.4,49
V1712 Sgr  ,174910.2-292853 ,14.5,<15.2      ,49
V5235 Sgr  ,175858.5-290723 ,13.95,14.5,49.1
TV    Psc  ,002802.9+175335 ,4.65,5.42,49.1
IM    Cen  ,135823.5-555350 ,13.7,14.9,49.2
V0709 Lyr  ,192108.4+374455 ,15.89,16.19,    49.2057      :  
PX    Del  ,203747.8+195115 ,12.23,12.88,49.44
V0982 Cyg *,194544.5+552348 ,13.1,13.8,49.5
CE    Pup *,081408.0-423405 ,12.5,13.6,49.53
OY    Del  ,201749.9+101630 ,12,12.4,49.6
SS    Tuc *,010149.5-720545 ,12.87,13.57,49.684
DP    Ara  ,172119.6-585051 ,9.3,9.9,49.7
V0370 Cam  ,044336.9+693221 ,11.6,12.15,49.7
DF    Cyg *,194853.9+430215 ,10.8,15.2,49.808
V5221 Sgr  ,175855.4-290707 ,15.11,-0.2,50
OS    Lyr *,185830.1+262651 ,13.4,14,50
CZ    Eri  ,040723.8-392955 ,8.75,8.97,50
V2590 Cyg  ,211247.1+413046 ,12.3,12.9,50
PY    Cam  ,035837.7+551427 ,10.8,11.2,50
TU    CVn  ,125456.5+471148 ,5.55,6.6,50
V5385 Sgr  ,180245.5-300329 ,14.14,-0.06,50
GK    Com  ,120004.7+192510 ,6.84,7.13,50
BG    Lep  ,055208.7-220810 ,11.9,12.3,50
V0417 Peg  ,232114.1+092607 ,8.6,9.2,50
V0383 CMa *,070311.0-245106 ,11.7,12.2,50
GO    Her  ,173331.6+163228 ,10.8,12,50
LM    Lac  ,221941.3+503321 ,11.3,12.1,50
V0913 Aql  ,185429.0+103757 ,9.2,10.5,50
HX    Hya  ,103707.6-235335 ,8.63,8.82,50
SX    Pav *,212844.8-693019 ,5.34,5.97,    50.          :  
MS    Aqr  ,204222.5-025442 ,10.4,11.3,    50.          :  
MM    Pav  ,195847.2-584847 ,15.5,<16.0      ,    50.          :  
V0919 Cyg  ,193755.4+283411 ,13.3,14.2,    50.          :  
HR    Peg *,225435.6+165631 ,6.12,6.49,    50.          :  
rho   Per *,030510.6+385025 ,3.3,4,    50.          :  
BG    Vir  ,144703.7+045308 ,9.5,10.68,    50.          :  
MS    Nor  ,162013.8-595427 ,11.5,12,    50.          :  
V0343 Her  ,182609.7+223437 ,13.5,15,    50.          :  
BQ    Gem  ,071322.3+160932 ,6.63,7.02,    50.          :  
V0998 Cyg  ,194944.4+304739 ,14.1,15.1,    50.          :  
V0868 Sco  ,162054.2-090711 ,14,14.6,    50.          :  
V3879 Sgr *,184255.1-191703 ,6.05,6.58,    50.          :  
TY    Vir *,115150.1-054544 ,7.97,8.5,    50.          :  
V3877 Sgr  ,183625.7-352650 ,6.84,7.3,    50.          :  
V0967 Cyg  ,194404.7+384007 ,15,16.9,    50.          :  
V0587 Her  ,160759.2+242704 ,14.9,15.6,    50.          :  
V1823 Aql  ,200830.6-024558 ,13.4,14.5,50
V1506 Sgr  ,180423.5-295438 ,17.2,18,50
SU    Gem *,061400.0+274212 ,9.8,14.1,50
V1291 Sco  ,165311.4-363807 ,10.4,11.2,50.007
V0594 Peg  ,232358.5+313934 ,11.49,12.12,50.11
V0883 Mon  ,065811.9-050429 ,8.71,8.86,50.363
V0427 Cam  ,061044.7+703415 ,9.95,10.25,50.4
V0893 Cep  ,223526.9+640755 ,11.8,12.1,50.4
V0551 And  ,015621.3+403517 ,11.35,11.65,50.5
NS    Dra *,094254.7+785654 ,11.27,11.55,50.517
V0787 Ara  ,171148.5-565653 ,12.9,13.8,50.6
V0451 Cyg  ,194746.4+344207 ,11.3,12,50.6
V1281 Sgr *,181129.4-275825 ,14.1,14.8,50.66
V5480 Sgr  ,180333.7-300331 ,12.7,-0.02,50.7
CK    Scl  ,011339.4-261709 ,10.4,11.1,50.7
V0644 And  ,232232.4+471541 ,10.53,10.73,50.9
V5447 Sgr  ,180322.3-300256 ,13.22,-0.25,51
V5258 Sgr  ,175905.6-291107 ,14.03,-0.1,51
V5525 Sgr  ,181916.8-252336 ,16.6,17.4,51
V0433 Aql *,200115.5+151736 ,11.5,13.5,    51.          :  
CN    Cen *,112547.8-593756 ,12.5,14,51
GY    Sge *,193513.6+191209 ,9.84,10.6,51.0625
QT    Lib  ,153244.1-141455 ,12,13,51.2
V0649 Pup  ,064517.3-464206 ,9.17,9.36,    51.3365      :  
CX    Cap  ,202411.7-245701 ,12.4,13.7,51.37
V0708 Car  ,101537.9-593305 ,11.9,12.5,51.42724
SS    Dra  ,122620.9+684117 ,8.4,10.4,51.5
V2564 Cyg  ,205633.8+460427 ,12,12.6,51.8
V5329 Sgr  ,175926.3-290707 ,13.34,-0.35,52
EX    Boo  ,150327.3+252538 ,9.4,10,52
V5378 Sgr  ,180241.7-295754 ,13.83,-0.2,52
Z     Cae  ,045235.4-430338 ,7.84,7.99,52
V5314 Sgr  ,175921.7-290842 ,14.84,-0.35,52
WW    Dor  ,041336.8-503510 ,8.66,8.87,52
DL    Hyi  ,032009.5-713610 ,10.1,11.2,52
V0593 Aur  ,045639.2+434846 ,9.6,9.9,52
V1468 Sgr  ,180357.4-301237 ,17.4,18,    52.0         :  
EU    Gem  ,063942.0+171132 ,13.7,14.9,52.2665
V0589 And  ,230252.1+480610 ,11.66,12.12,52.3
V0643 Ori *,060700.9-025458 ,10.7,11.5,52.415
AS    Lep  ,054111.8-165232 ,8.5,8.9,52.5
V0345 Lup  ,150501.5-450322 ,10.6,11.2,52.5
V2786 Oph  ,180916.5+131324 ,12.9,13.6,52.7
HR    Cet  ,024236.2+071726 ,8.83,9.1,52.84
V0582 And  ,230102.1+475344 ,10.05,10.28,52.9
V1357 Her  ,184330.1+224447 ,10.32,10.46,52.9
NY    Vul  ,191737.7+253507 ,14.1,15.6,52.9
V0721 Car  ,104205.6-593327 ,8.5,9.1,52.95
V5296 Sgr  ,175915.9-290840 ,14.25,-0.25,53
V2774 Ori  ,055810.7-025518 ,12.4,13.1,53
V5277 Sgr  ,175910.6-290036 ,14.24,-0.2,53
V5316 Sgr  ,175921.8-290548 ,14.69,-0.35,53
V0413 And *,235404.0+391657 ,7.61,8.46,53
V3835 Sgr  ,182914.2-252151 ,13.7,14.7,    53.          :  
V5540 Sgr  ,183958.9-331412 ,12,12.8,    53.          :  
V0700 Aql  ,195046.4+132723 ,11,12.2,    53.          :  
PP    Lib  ,151453.1-210958 ,11.5,12.1,53
V1194 Her  ,163052.9+241224 ,10.55,10.8,53.07
V2600 Oph *,171139.2-232800 ,11.5,12.8,53.1
ET    Vul *,193520.1+262549 ,11.94,12.5,53.493
AY    Ant  ,104020.8-395603 ,9.64,10.06,53.5
V0440 Hya  ,105828.5-324648 ,9.4,10.1,53.5
V0438 Vel  ,105209.2-565527 ,9,9.7,53.6
V0474 Lyr *,191604.2+264439 ,15.1,15.8,53.6
V0404 Nor  ,153315.9-485620 ,11.8,13.8,53.65
V1400 Sco  ,170105.5-443631 ,16.78,17.05,    53.78        :  
V0505 Mon *,064550.0+022957 ,7.15,7.65,53.7805
V0369 CMa  ,063716.5-295002 ,9.6,10.5,53.8
lam   And *,233733.8+462729 ,3.65,4.05,53.95
V0865 Mon  ,072243.2-084054 ,11.7,12.6,54
V0344 Vir  ,134224.6-192350 ,8.8,9.4,54
V0885 Mon  ,071402.9+000325 ,9.6,10.1,54
AD    Crt  ,111714.9-233606 ,9.9,11.1,54
V5387 Sgr  ,180248.4-300311 ,15.4,-0.3,54
QU    Boo  ,153605.6+420023 ,11.55,11.74,54
V0375 And  ,023206.5+501051 ,7.01,7.22,    54.          :  
V0463 Her *,171133.7+162439 ,8.46,-0.05,54
V1340 Cen  ,141021.5-615207 ,12.6,14.3,54.3
V0855 Aql  ,192831.1+023651 ,14,15.3,54.44
V0381 Aql  ,193253.6-010214 ,12.7,15.4,54.8
EL    Ori  ,061336.4+083922 ,12.3,13.2,54.8
EV    Aur  ,045124.4+424700 ,11.97,12.39,55
V1167 Cas  ,023524.5+644504 ,12.74,13.3,55
DH    Cir  ,134255.1-652242 ,12.1,12.9,55
V0611 Cyg  ,212922.2+415616 ,11.8,13.2,55
V5174 Sgr  ,175840.8-290829 ,15.16,-0.2,55
ER    Vir  ,140641.6-141218 ,6.45,6.63,55
V5297 Sgr  ,175915.9-290410 ,14.56,-0.15,55
V5488 Sgr  ,180339.0-295827 ,13.55,-0.1,55
V0483 Ara  ,170913.1-575447 ,13.8,15,55
AI    Tel  ,184201.9-500630 ,11.9,12.4,55
V0419 Ara *,165853.7-594807 ,14.2,16,55
V0335 Pav  ,204221.0-691404 ,13.8,14.3,    55.          :  
NZ    Sct  ,185425.9-090922 ,15.4,16.4,    55.          :  
DV    CMi  ,073716.9+113954 ,11.55,12.05,    55.          :  
DP    Eri  ,040328.9-242736 ,7.18,7.4,    55.          :  
V0611 Ara  ,165355.3-570753 ,15,16,    55.          :  
eps   Oct  ,222001.7-802623 ,4.58,5.3,    55.          :  
XZ    Scl  ,000635.9-374637 ,9.01,9.7,    55.          :  
RX    Cep  ,005004.6+815802 ,7.2,8.2,    55.          :  
RV    LMi  ,102329.0+295057 ,10,10.6,    55.          :  
EP    Aqr *,214631.8-021246 ,6.37,6.82,    55.          :  
HT    Vel  ,105913.4-570715 ,10.65,11.07,    55.          :  
SY    For *,025314.4-374615 ,11,12.57,    55.          :  
AM    Ari  ,024339.0+173255 ,7.18,7.38,    55.          :  
CF    CMa  ,070252.3-261703 ,13.6,14.1,    55.          :  
NO    Her  ,185418.4+260704 ,13.7,14.8,55.1
V0663 Lyr  ,183707.3+450741 ,10.6,10.7,55.121
V0815 Ara  ,170710.1-631745 ,12.1,12.9,55.2
TZ    Cnc  ,090401.0+205655 ,10.7,12.1,55.3
V0906 Cep  ,224400.8+671259 ,13.15,13.5,55.4
V2515 Cyg  ,195541.3+525258 ,12.2,12.6,55.5
GK    Car *,111401.5-574316 ,12.5,14,55.6
BM    Aqr  ,220645.0-153840 ,9.6,10.4,55.6
BF    Gru  ,225652.3-484823 ,11.2,11.8,    55.8         :  
V1173 Cas  ,025826.1+720019 ,12.5,13.2,56
PU    Cam  ,035456.1+672412 ,10.7,11.1,56
V5225 Sgr  ,175856.7-290340 ,15.4,-0.2,56
V2488 Cyg  ,213332.7+363119 ,9.9,10.3,56
MV    Cam  ,081947.2+774432 ,9.1,9.6,56
V0531 Ser  ,175936.1-012503 ,12,12.45,56
V5275 Sgr  ,175910.0-291359 ,14.49,-0.35,56
V1756 Aql  ,190737.1+042002 ,15.08,15.27,    56.          :  
SU    Ret  ,043239.4-625006 ,13,14,    56.          :  
CP    Ser  ,172034.0-143959 ,11.8,13.9,    56.          :  
HX    Boo  ,134808.5+074913 ,8.97,9.59,56.2
UZ    Cru  ,122124.7-574955 ,11.1,11.6,56.252
V1338 Tau  ,044817.6+275518 ,11.5,12.3,56.4
RZ    Ari  ,025548.5+181954 ,5.45,6.01,56.5
V0371 Cam  ,044424.1+785412 ,12.5,12.8,56.5
V0582 Aql  ,200910.7-000703 ,13,14,56.6
AX    Cru  ,121117.0-605618 ,11.9,13.4,56.6
V0647 And  ,232305.8+470652 ,11.63,11.98,56.7
V5361 Sgr  ,180113.9-302037 ,11.7,13.1,56.7
V0708 Ara  ,165904.0-622357 ,13.3,14.3,56.7
V0676 Car  ,110919.6-714811 ,10.1,11,56.7
DG    Per *,021919.8+533549 ,13.1,14.6,56.77
Z     Leo  ,095208.4+265423 ,9.9,11.5,56.83
V5190 Sgr  ,175846.0-290311 ,15.08,-0.35,57
V5564 Sgr  ,181317.2-263214 ,10.8,11.4,57
V5347 Sgr  ,175937.0-290253 ,16.04,-0.05,57
V5299 Sgr  ,175917.0-290502 ,13.27,-0.2,57
V1718 Aql  ,195034.0+005438 ,11.8,12.7,57
V0911 Oph *,162454.9+025958 ,10.2,11.2,57
V2548 Cyg  ,203001.9+532647 ,11.9,12.3,57
V0619 And  ,231253.2+452913 ,10.86,11.26,57
V0726 Car  ,104333.8-591828 ,11.6,12.4,57.1
V0776 Tau *,042529.4+175540 ,4.29,4.32,57.25
CE    Aqr  ,225221.0-104522 ,10.5,11.2,57.3
V1824 Aql  ,201001.8+023813 ,13.2,14.5,57.3
V2513 Sgr  ,181747.4-274927 ,11.1,12.1,57.3
PR    Aur  ,050735.8+290016 ,10.4,10.7,57.4
V2623 Oph  ,170158.8+065528 ,11.4,12,57.45
BP    Cep  ,221930.0+664817 ,12.6,13.4,57.5
SS    Pic  ,054728.9-451445 ,9.9,10.7,57.5
V1048 Cas  ,004430.6+564551 ,9.81,10,57.61
V0655 And  ,232512.6+471449 ,10.67,11.1,57.8
AE    Lyr  ,190809.9+261415 ,9.3,11.2,57.8
V3898 Sgr  ,180304.5-300404 ,17.2,17.7,    57.8         :  
UY    Ara  ,172929.0-595402 ,10.5,11.4,57.95
V1190 Cas  ,232953.6+565022 ,11.1,11.55,58
V5335 Sgr  ,175927.9-290119 ,13.18,-0.1,58
V5391 Sgr  ,180251.8-300246 ,15.32,-0.25,58
V1108 Cas  ,012346.4+584054 ,12.05,12.7,58
V5484 Sgr  ,180334.6-300138 ,14.57,-0.2,58
V0848 Cep  ,212050.2+571335 ,10.4,10.8,58
V5404 Sgr  ,180258.4-300312 ,15.26,-0.2,58
FS    Com  ,130622.6+223658 ,5.3,6.1,    58.          :  
EY    Cir  ,151335.3-635334 ,7.7,8.3,58
V0711 And  ,235132.0+351854 ,12.45,12.74,58.005
V0594 Pup  ,082604.2-300641 ,11,13.4,58.1
V0409 Aur  ,045659.0+375157 ,8.76,8.93,58.19
EQ    Cas *,235253.3+550049 ,9.3,13.4,58.34
V0731 Ara  ,171016.3-572645 ,12.4,13.2,58.4
V0339 Vir  ,131120.8-103051 ,7.1,7.7,58.5
V     Ari  ,021500.1+121424 ,8.45,8.9,58.7
AY    Lep  ,052259.4-203253 ,9.3,9.7,58.8
KW    Ara  ,180628.5-525246 ,12.8,14.1,59
V5194 Sgr  ,175847.3-290158 ,14.66,-0.15,59
V1111 Cen  ,120540.0-354517 ,10.8,11.8,59
V0892 Mon  ,074155.7-011635 ,11.6,12.3,59
II    TrA  ,162741.7-620309 ,14,14.6,59
V2527 Cyg  ,201920.6+551219 ,11.3,11.7,59
PX    Mus *,131157.5-680335 ,11.6,<14.2      ,59
V1105 Cen  ,115408.7-541017 ,9.8,10.8,59
V0427 Cyg *,200803.5+373643 ,10.9,13.8,59.07
V0430 Per  ,030736.5+425407 ,13.6,<16.0      ,59.08
LW    Pup  ,080526.0-264109 ,9.6,10.3,59.349
EF    CMa *,072437.7-172919 ,11.3,12.1,59.36
QT    Aps  ,140645.5-810616 ,11.3,12.3,59.4
DD    Hyi  ,005523.6-794133 ,12.9,14.3,59.5
V0546 Cyg *,195613.9+342337 ,15.1,16.3,59.547288
V0423 Sco *,175448.8-351952 ,13,14.5,59.633
NQ    Boo  ,145800.7+131149 ,10.7,11,59.66
V5230 Sgr  ,175857.5-290633 ,13,13.8,59.7
EU    Del  ,203754.7+181607 ,5.79,6.9,59.7
T     Ret *,040053.4-551545 ,11.4,13.2,59.7
V1326 Sgr  ,180205.1-295329 ,17.7,18.5,59.8
V1022 Cyg  ,195947.0+300605 ,13.3,13.9,59.86
V1712 Ori  ,053459.2-054455 ,14.79,-0.6,    59.87        :  
V0352 Ara  ,163951.6-602035 ,14,15,60
V3799 Sgr  ,181734.0-255451 ,13.5,15.5,60
V0631 Car  ,095718.3-671009 ,11.5,12.2,60
DI    Mon  ,064936.3+031019 ,11,12,60
V5261 Sgr  ,175905.9-290621 ,13.71,-0.3,60
SV    Pic  ,044003.1-522326 ,8.99,9.17,60
SU    Sgr *,190343.8-224243 ,8.12,8.64,60
RS    Del  ,202909.7+161625 ,9.18,10,60
CV    Cep *,224954.4+593935 ,12.4,13.8,60
FZ    Lac  ,223452.7+450509 ,10.6,11.4,60
V5308 Sgr  ,175919.5-290452 ,12.95,-0.15,60
V0465 Cas  ,011813.9+574811 ,7.7,8.9,60
DH    Eri  ,042340.4-274950 ,8.13,8.33,60
GX    Aps *,154838.0-750443 ,13.9,14.4,    60.          :  
V0486 Sco *,173437.9-323619 ,13.17,14.4,    60.          :  
Y     Pyx  ,091822.4-282515 ,13.2,14.8,    60.          :  
V0763 Cen *,113513.3-472221 ,5.55,5.8,    60.          :  
V0578 CrA *,182406.8-370803 ,12.6,14.2,    60.          :  
HN    Pav  ,201748.8-743110 ,13.3,13.7,    60.          :  
V0642 Ara  ,164118.8-572432 ,15.3,16.2,    60.          :  
CN    Vir  ,125848.4+081236 ,8.17,9,    60.          :  
PP    Sct  ,185501.7-093408 ,16.1,17.3,    60.          :  
RT    Cnc *,085816.0+105043 ,7.12,8.6,    60.          :  
HO    Oph  ,170701.1-281511 ,14.2,15.5,    60.          :  
IL    Oph *,170826.3-280935 ,14,15.2,    60.          :  
LW    Aps  ,163635.5-730701 ,13.7,14.1,    60.          :  
AK    Leo  ,114048.4+130441 ,8.36,9.4,    60.          :  
V0614 Mon  ,070102.0-031509 ,7.01,7.36,    60.          :  
IN    TrA  ,163437.2-633423 ,14.4,14.9,    60.          :  
XY    Scl  ,000635.8-323535 ,8.44,9,    60.          :  
RX    Lep  ,051122.9-115057 ,5,7.4,    60.          :  
TT    CrB  ,154831.7+281655 ,10.9,12.1,    60.          :  
AD    Oct  ,201533.7-751644 ,13,13.8,    60.          :  
NU    Pav  ,200144.7-592233 ,4.91,5.26,    60.          :  
BG    Gem  ,060330.7+274151 ,13.6,14.8,    60.          :  
CE    Tuc  ,232902.5-644556 ,9.5,10.5,    60.          :  
AT    Cet  ,024157.4-223622 ,8.08,8.32,    60.          :  
CY    Lup *,142202.3-441746 ,13.6,15.2,    60.          :*N
V1377 Sgr  ,180245.0-300541 ,17.1,17.7,    60.0         :  
V1401 Sgr *,180302.5-295646 ,17.9,18.9,    60.0         :  
V0875 Aql *,184639.5+115724 ,14.6,16.5,60.05
V0596 And  ,230422.8+470318 ,10.33,10.47,60.24
DY    Ori *,060614.9+135419 ,11.29, 12.50 :   ,60.26
WX    Cru *,120345.7-623854 ,13.3,14.6,60.288
V5466 Sgr  ,180329.2-300249 ,12.97,-0.6,60.3
V1123 Cen  ,122453.5-470908 ,7.84,8.04,60.6
ES    Aqr  ,233820.8-233319 ,9.56,10.2,60.7
V0917 Oph  ,182323.0+113831 ,11.6,14.3,60.7
RR    CrB *,154126.2+383327 ,8.4,10.1,60.8
OV    Mus  ,122244.0-702827 ,11,12.2,61
V1849 Sgr  ,181929.9-324212 ,12.6,14.6,61
BH    Ant  ,093914.5-244037 ,11.2,12,61
NU    Tel  ,181258.9-550815 ,12.3,13.5,61
V0456 Hya  ,123533.6-314000 ,12.2,13.1,61
V0431 Cam  ,061353.8+672100 ,11.4,11.65,61
V1731 Aql  ,185520.6-010531 ,12.3,13,61
II    Hya  ,114845.1-264459 ,4.85,5.12,61
MZ    Aqr  ,210513.0-101802 ,10.4,10.8,    61.          :  
V0766 Oph  ,172930.7+124008 ,13.1,14.3,    61.          :  
TT    Oph *,164935.9+033754 ,9.45,10.84,61.08
V0598 And  ,230606.4+481555 ,11.5,11.8,61.1
V1323 Sgr  ,180203.4-301220 ,18.4,19.1,61.12
EI    Peg  ,232146.0+123545 ,9.2,10.06,61.15
V0736 CrA  ,180110.3-435504 ,10.36,10.86,61.2
V0533 Ser  ,180657.5-002456 ,12.9,14.1,61.4
OQ    Lib  ,150836.6-282539 ,10.9,12.1,61.5
V0513 Oph  ,181400.9+051811 ,9.6,11.3,61.5
TX    Cru *,120344.8-605957 ,13.6,14.1,61.5
V1389 Sgr *,180256.4-300537 ,16.4,16.9,61.8
V0883 Ara *,165145.1-501747 ,8.55,  9.0  :   ,61.874
V5458 Sgr  ,180325.3-300646 ,14.37,-0.4,62
V0828 Cep  ,204605.7+554201 ,11.1,11.3,62
V5452 Sgr  ,180323.9-295926 ,15.57,-0.3,62
V5328 Sgr  ,175926.0-290613 ,17.06,-0.25,62
V5250 Sgr  ,175903.3-290603 ,15.3,-0.08,62
BM    Pav  ,192817.4-624849 ,10.2,11.8,62
V0613 Cyg  ,212931.7+425657 ,13,14.1,62
V5320 Sgr  ,175922.4-291135 ,14.76,-0.25,62
AU    Eri  ,041707.2-250102 ,10.5,11.5,    62.          :  
V1343 Sgr  ,180219.6-300607 ,18.3,18.6,    62.0         :  
GG    Car *,105558.9-602333 ,9.1,9.5,62.086
V1818 Aql  ,200134.8+045925 ,11.95,12.39,62.2
IZ    Ara  ,173529.2-580257 ,12.5,13.4,62.2
BK    Cep  ,220826.8+681810 ,13.8,14.5,62.3
V1541 Sgr  ,180444.8-295645 ,15.9,16.6,62.305
V1433 Cyg  ,215743.9+500251 ,14.2,15.2,    62.45         /N
HP    Per  ,044331.2+394246 ,14.9,15.8,62.6197
V0533 Cyg  ,212103.3+403826 ,13.6,14.1,62.97
V5522 Sgr  ,181910.6-252740 ,15.5,16,63
V0411 Hya  ,091343.5-202155 ,10.2,11.1,63
V5389 Sgr  ,180249.4-295853 ,14.63,-0.3,63
V5243 Sgr  ,175901.1-290519 ,15.83,-0.15,63
V1158 Cas  ,014914.5+765512 ,13,13.6,63
V0409 Pav  ,195308.9-740809 ,10.8,12.5,63
SY    Vel  ,091225.7-434639 ,8.9,10.2,63
DK    Dra *,121541.5+723304 ,6.29,-0.19,63.15
V0988 Oph  ,182652.8+035449 ,9,10.2,63.2
V0480 Sct  ,182826.8-154517 ,10,10.3,63.36
AL    Tel  ,184434.8-532815 ,11.8,13.5,63.4
V1539 Sgr  ,180442.8-300506 ,18.9,19.3,63.4
OQ    Aql  ,194832.1+145655 ,10,11.3,63.5
V0344 Lib  ,154447.4-190126 ,12.1,13.3,63.7
V0558 Sgr *,180141.9-352312 ,13.9,14.6,63.82
V0671 And  ,233050.0+481132 ,10.98,11.46,63.9
V5298 Sgr  ,175916.3-290806 ,15.31,-0.25,64
ER    Oct  ,195417.2-744310 ,11.5,12.3,64
V1096 Cen  ,114248.4-514609 ,9.5,11.2,64
CT    CrA  ,185352.1-394913 ,13.9,15,64
V1303 Tau  ,040843.3+270848 ,12.8,13.4,64
EW    TrA  ,162128.1-613121 ,15.1,16,64
MW    Aqr  ,205127.5-025239 ,11,11.9,64
V5472 Sgr  ,180331.1-295903 ,15.46,-0.2,64
V1810 Aql  ,193019.6+132919 ,11.2,11.7,64
V1290 Her *,174407.6+440452 ,8.16,8.21,64.1
CG    Sgr *,190016.5-354607 ,14,14.5,64.1
V0450 Aql  ,193346.0+052757 ,6.3,6.65,64.2
V0446 And *,012540.9+470707 ,7.61,-0.09,64.23
II    Car  ,104849.1-600347 ,14,14.9,64.24
CC    Del  ,202250.9+180539 ,13.2,14,64.3
KX    Eri *,025810.4-061150 ,12.75, 14.0  :   ,64.38
V0679 And  ,233528.5+472825 ,12.05,12.23,64.4
DT    Del *,204356.9+102402 ,13.6,14.4,64.5
RZ    For  ,033226.7-253931 ,9.2,10,64.6
TW    Aql *,195100.9+135816 ,9.9,11.4,64.6
V0796 Ara  ,172531.4-603919 ,9.4,10.5,64.7
DH    Aqr  ,210052.8-120506 ,11.6,12.8,64.7
RU    Cen  ,120923.8-452535 ,8.7,10.7,64.727
BU    Peg *,213707.2+240626 ,11,12.1,64.9
V0767 Oph *,173044.9+023544 ,12.5,14,65
CX    Del  ,203241.0+122135 ,14.4,15.5,65
